path,dataset,speaker,emotion
data\TESS\dataverse_files\YAF_half_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_half_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_half_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hall_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hall_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hall_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hall_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hall_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hall_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hall_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hash_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hash_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hash_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hash_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hash_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hash_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hash_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hate_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hate_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hate_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hate_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hate_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hate_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hate_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_have_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_have_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_have_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_have_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_have_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_have_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_have_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_haze_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_haze_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_haze_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_haze_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_haze_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_haze_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_haze_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hire_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hire_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hire_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hire_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hire_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hire_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hire_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hit_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hit_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hit_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hit_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hit_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hit_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hit_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hole_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hole_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hole_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hole_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hole_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hole_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hole_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_home_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_home_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_home_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_home_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_home_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_home_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_home_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hurl_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hurl_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hurl_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hurl_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hurl_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hurl_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hurl_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_hush_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_hush_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_hush_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_hush_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_hush_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_hush_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_hush_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_jail_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_jail_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_jail_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_jail_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_jail_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_jail_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_jail_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_jar_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_jar_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_jar_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_jar_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_jar_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_jar_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_jar_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_join_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_join_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_join_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_join_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_join_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_join_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_join_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_judge_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_judge_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_judge_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_judge_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_judge_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_judge_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_judge_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_jug_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_jug_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_jug_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_jug_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_jug_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_jug_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_jug_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_juice_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_juice_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_juice_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_juice_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_juice_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_juice_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_juice_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_keen_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_keen_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_keen_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_keen_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_keen_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_keen_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_keen_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_keep_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_keep_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_keep_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_keep_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_keep_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_keep_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_keep_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_keg_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_keg_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_keg_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_keg_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_keg_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_keg_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_keg_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_kick_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_kick_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_kick_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_kick_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_kick_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_kick_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_kick_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_kill_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_kill_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_kill_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_kill_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_kill_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_kill_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_kill_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_king_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_king_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_king_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_king_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_king_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_king_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_king_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_kite_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_kite_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_kite_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_kite_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_kite_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_kite_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_kite_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_knock_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_knock_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_knock_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_knock_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_knock_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_knock_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_knock_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_late_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_late_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_late_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_late_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_late_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_late_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_late_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_laud_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_laud_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_laud_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_laud_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_laud_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_laud_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_laud_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lean_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lean_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lean_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lean_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lean_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lean_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lean_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_learn_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_learn_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_learn_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_learn_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_learn_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_learn_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_learn_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lease_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lease_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lease_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lease_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lease_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lease_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lease_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lid_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lid_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lid_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lid_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lid_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lid_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lid_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_life_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_life_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_life_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_life_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_life_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_life_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_life_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_limb_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_limb_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_limb_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_limb_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_limb_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_limb_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_limb_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_live_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_live_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_live_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_live_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_live_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_live_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_live_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_loaf_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_loaf_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_loaf_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_loaf_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_loaf_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_loaf_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_loaf_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_long_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_long_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_long_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_long_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_long_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_long_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_long_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lore_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lore_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lore_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lore_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lore_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lore_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lore_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lose_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lose_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lose_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lose_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lose_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lose_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lose_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_lot_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_lot_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_lot_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_lot_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_lot_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_lot_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_lot_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_love_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_love_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_love_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_love_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_love_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_love_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_love_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_luck_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_luck_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_luck_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_luck_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_luck_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_luck_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_luck_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_make_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_make_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_make_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_make_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_make_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_make_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_make_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_match_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_match_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_match_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_match_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_match_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_match_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_match_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_merge_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_merge_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_merge_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_merge_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_merge_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_merge_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_merge_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_mess_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_mess_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_mess_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_mess_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_mess_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_mess_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_mess_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_met_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_met_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_met_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_met_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_met_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_met_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_met_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_mill_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_mill_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_mill_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_mill_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_mill_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_mill_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_mill_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_mob_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_mob_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_mob_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_mob_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_mob_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\YAF_mob_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\YAF_mob_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\YAF_mode_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\YAF_mode_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\YAF_mode_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\YAF_mode_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\YAF_mode_neutral.wav,TESS,dataverse_files,neutral
